trial,Metric,Iters,Best_Iter,minibatch_size,lr,gamma,lambda_,clip_param,grad_clip,kl_target,kl_coeff,use_kl_loss,vf_clip_param,vf_loss_coeff,vf_share_layers
3572ee3c,-0.0753012048192771,7,7,4096,0.0001558731140507506,0.9572752391307615,0.9842826487380446,0.2438024373863827,100.0,0.017714786598506765,0.2865853443012419,False,40.0,0.9991705161797783,-1
28eaba00,-0.0869565217391304,7,1,4096,6.508342815863984e-05,0.9628777440669778,0.9831211398721127,0.2426908290792826,100.0,0.018305960079997394,0.39972357145867443,False,40.0,0.9979214393570082,-1
00f74964,-0.0909090909090909,7,1,512,2.9648791617856713e-05,0.9779587584023436,0.975442491969062,0.23285054096722613,100.0,0.024019055993693035,0.25533392940165955,False,40.0,0.75824875069578,-1
c49b6d7e,-0.1003134796238244,7,7,4096,1.3280883555885054e-05,0.9718896483821541,0.9782122846299486,0.294507535220332,100.0,0.015374963323873031,0.36752890617078965,False,40.0,0.9985803434073734,-1
0c79281e,-0.1005917159763313,7,7,2048,0.00010277309598774644,0.9707262499229853,0.9909234678346307,0.20002681869836414,40.0,0.02027573840391346,0.16147367974781615,False,40.0,0.6512326506870393,-1
99aa43b2,-0.1027190332326284,7,7,4096,5.327242702571189e-05,0.9708514281438202,0.9854861895084407,0.2653571177487314,100.0,0.018497096472278953,0.29591352448937164,False,40.0,0.8986031297570035,-1
95c92199,-0.1030042918454935,7,5,2048,2.5594171042852342e-05,0.9510094659377762,0.994060172296144,0.11382913927552102,,0.0252837658156264,0.10535680083856845,False,inf,0.2382969682122097,-1
804643c0,-0.1151515151515151,7,7,2048,1.4839804631502074e-05,0.9891077350382456,0.9901543028897106,0.1631076465594131,,0.0272484303349396,0.26530474615076705,False,inf,0.77501273055257,-1
66367fd4,-0.1335311572700296,7,7,4096,0.00033021895169158753,0.9625701755776769,0.9910439379848791,0.20425878754374066,200.0,0.028896623112568805,0.12855612730629468,False,40.0,0.8620579009474585,-1
002fd72f,-0.1363636363636363,7,1,4096,3.810672856206454e-05,0.9774916649261463,0.9743022287258926,0.2989611993941932,100.0,0.012518437058112307,0.2973506695430841,False,40.0,0.9637456223813621,-1
b5d63d09,-0.1363636363636363,7,1,1024,0.0001734613925949621,0.9667165643460454,0.9809379474226168,0.12960244002554294,200.0,0.0153048403270604,0.3320476032143933,False,40.0,0.045209374387709264,-1
7fc02d0c,-0.1371951219512195,7,7,1024,1.6517119619993908e-05,0.974052249558918,0.9913486110195333,0.22139565852455362,200.0,0.02121473951836824,0.11189051640878676,True,inf,0.07576355535778219,-1
0ee41fd4,-0.1394658753709199,7,7,4096,6.0590997627900016e-05,0.967025244158448,0.9872531655126946,0.23620730867941198,100.0,0.019755546725183672,0.2554897870406793,False,40.0,0.941281111077593,-1
a31933ed,-0.1428571428571428,7,7,4096,0.0006729203172839052,0.9826633205042202,0.9850418933463796,0.10072596967991479,,0.02325883616974003,0.3454605030582912,True,10.0,0.29475077717069365,-1
68a112ea,-0.1481481481481481,7,7,4096,2.210096330731198e-05,0.9613029828741841,0.9819880414627833,0.27049517642204385,40.0,0.02259822848088397,0.27835560965195916,False,40.0,0.8208465792112131,-1
a894b074,-0.1529411764705882,7,7,512,4.0910052510665554e-05,0.9892478480340942,0.9768614560850724,0.11057852931539527,40.0,0.015016089822295131,0.25523350044996274,False,10.0,0.7659052763881903,-1
6e99b187,-0.155,4,4,4096,0.00013670719125831102,0.9553908413147477,0.9749021986823091,0.287198453730572,100.0,0.019024348682580964,0.24490609030592933,False,40.0,0.8843130574580359,-1
1ea52090,-0.1561561561561562,7,7,4096,2.6258627963035953e-05,0.9523138034262273,0.9772582123353243,0.27731051961541375,100.0,0.016341027387192338,0.2616213638653763,False,40.0,0.745267853596983,-1
36e0feb7,-0.1584158415841584,7,2,1024,1.722639645359507e-05,0.9802200358030863,0.9889579448268347,0.21758223232716048,40.0,0.01582876234625403,0.34715515791580814,False,40.0,0.9124406995005103,-1
49dd6b08,-0.1612903225806451,7,2,512,1.2074585642912605e-05,0.9581210240399214,0.987747239516015,0.16565211424789014,200.0,0.019186131137419522,0.1384956619679265,True,10.0,0.10046369708808825,-1
4bb14cb6,-0.173469387755102,7,6,4096,2.3042033684046015e-05,0.9803087880660493,0.9874052104670974,0.2140003212154805,,0.013833501967625809,0.19212130230661534,True,40.0,0.7803256481800392,-1
1fb581b6,-0.1808510638297872,7,2,4096,2.0918117063557638e-05,0.9844532982915227,0.9966331115482694,0.2748348988217977,100.0,0.013575590800951833,0.2863249085403196,False,10.0,0.1531555971099393,-1
11c3cfb0,-0.1855670103092783,7,2,4096,1.0315312588874673e-05,0.9860926586513151,0.9996854369940145,0.25246610669032016,200.0,0.024495166136361463,0.2493608025125343,False,40.0,0.8155508641237463,-1
28a61fc1,-0.1901840490797546,7,7,4096,2.26287175837846e-05,0.973703133066093,0.9902387695701027,0.13862697238809885,,0.011574805018460997,0.16154449753219974,True,inf,0.10275761170874864,-1
50ec6e47,-0.1952662721893491,7,7,4096,3.503164186622416e-05,0.969807378504816,0.9823327725117219,0.287201940345643,100.0,0.021656338481495386,0.39541580175871716,False,10.0,0.8384302589722827,-1
f14fc0f3,-0.245125348189415,7,7,512,0.00020289495228447115,0.9513625298706657,0.9713173025658193,0.11947410053343606,100.0,0.015270844137359033,0.26703694035876785,False,40.0,0.044977894611804015,-1
